Name,VeryLow,Low,Med,High,Bound
DP01WINE_BREAK02,0,0,0,0,Yes
DP01WINE_BREAK03,0,0,0,0,Yes
DP01WINE_BREAK04,0,0,0,0,Yes
DP01WINE_BREAK05,0,0,0,0,Yes
DP01WINE_BREAK06,0,0,0,0,Yes
DP01WINE_BREAK07,0,0,0,0,Yes
DP01WINE_BREAK08,0,0,0,0,Yes
DP01WINE_BREAK09,0,0,0,0,Yes
DP01WINE_BREAK10,0,0,0,0,Yes
DP01WINE_BREAK11,0,0,0,0,Yes
DP01WINE_BREAK12,0,0,0,0,Yes
DP01WINE_BREAK13,0,0,0,0,Yes
DP01WINF,0,0,0,0,Yes
DP01WINF_BREAK01,0,0,0,0,Yes
DP01WINF_BREAK02,0,0,0,0,Yes
DP01WINF_BREAK03,0,0,0,0,Yes
DP01WINF_BREAK04,0,0,0,0,Yes
DP01WING,0,0,0,0,Yes
DP01WING_BREAK01,0,0,0,0,Yes
DP01WING_BREAK02,0,0,0,0,Yes
DP01WING_BREAK03,0,0,0,0,Yes
DP01WING_BREAK04,0,0,0,0,Yes
DP03WINA,0,0,0,0,Yes
DP03WINA_BREAK01,0,0,0,0,Yes
DP03WINA_BREAK02,0,0,0,0,Yes
DP03WINA_BREAK03,0,0,0,0,Yes
DP03WINA_BREAK04,0,0,0,0,Yes
DP03WINA_BREAK05,0,0,0,0,Yes
DP03WINA_BREAK06,0,0,0,0,Yes
DP03WINA_BREAK07,0,0,0,0,Yes
DP03WINA_BREAK08,0,0,0,0,Yes
DP03WINA_BREAK09,0,0,0,0,Yes
DP03WINA_BREAK10,0,0,0,0,Yes
DP03WINA_BREAK11,0,0,0,0,Yes
DP03WINB,0,0,0,0,Yes
DP03WINB_BREAK01,0,0,0,0,Yes
DP03WINB_BREAK02,0,0,0,0,Yes
DP03WINB_BREAK03,0,0,0,0,Yes
DP03WINB_BREAK04,0,0,0,0,Yes
DP03WINB_BREAK05,0,0,0,0,Yes
DP03WINB_BREAK06,0,0,0,0,Yes
DP03WINB_BREAK07,0,0,0,0,Yes
DP03WINB_BREAK08,0,0,0,0,Yes
DP03WINB_BREAK09,0,0,0,0,Yes
DP03WINB_BREAK10,0,0,0,0,Yes
DP03WINB_BREAK11,0,0,0,0,Yes
DP03WINC,0,0,0,0,Yes
DP03WINC_BREAK01,0,0,0,0,Yes
DP03WINC_BREAK02,0,0,0,0,Yes
DP03WINC_BREAK03,0,0,0,0,Yes
DP03WINC_BREAK04,0,0,0,0,Yes
DP03WINC_BREAK05,0,0,0,0,Yes
DP03WINC_BREAK06,0,0,0,0,Yes
DP03WINC_BREAK07,0,0,0,0,Yes
DP03WINC_BREAK08,0,0,0,0,Yes
DP03WINC_BREAK09,0,0,0,0,Yes
DP03WINC_BREAK10,0,0,0,0,Yes
DP03WIND,0,0,0,0,Yes
DP03WIND_BREAK01,0,0,0,0,Yes
DP03WIND_BREAK02,0,0,0,0,Yes
DP03WIND_BREAK03,0,0,0,0,Yes
DP03WIND_BREAK04,0,0,0,0,Yes
DP03WIND_BREAK05,0,0,0,0,Yes
DP03WIND_BREAK06,0,0,0,0,Yes
DP03WIND_BREAK07,0,0,0,0,Yes
DP03WIND_BREAK08,0,0,0,0,Yes
DP03WIND_BREAK09,0,0,0,0,Yes
DP03WIND_BREAK10,0,0,0,0,Yes
DP03WIND_BREAK11,0,0,0,0,Yes
DP03WIND_BREAK12,0,0,0,0,Yes
DP03WINE,0,0,0,0,Yes
DP03WINE_BREAK01,0,0,0,0,Yes
DP03WINE_BREAK02,0,0,0,0,Yes
DP03WINE_BREAK03,0,0,0,0,Yes
DP03WINE_BREAK04,0,0,0,0,Yes
DP03WINE_BREAK05,0,0,0,0,Yes
DP03WINE_BREAK06,0,0,0,0,Yes
DP03WINE_BREAK07,0,0,0,0,Yes
DP03WINE_BREAK08,0,0,0,0,Yes
DP04WINA,0,0,0,0,Yes
DP04WINA_BREAK01,0,0,0,0,Yes
DP04WINA_BREAK02,0,0,0,0,Yes
DP04WINA_BREAK03,0,0,0,0,Yes
DP04WINA_BREAK04,0,0,0,0,Yes
DP04WINA_BREAK05,0,0,0,0,Yes
DP04WINA_BREAK06,0,0,0,0,Yes
DP04WINA_BREAK07,0,0,0,0,Yes
DP04WINA_BREAK08,0,0,0,0,Yes
DP04WINB,0,0,0,0,Yes
DP04WINB_BREAK01,0,0,0,0,Yes
DP04WINB_BREAK02,0,0,0,0,Yes
DP04WINB_BREAK03,0,0,0,0,Yes
DP04WINB_BREAK04,0,0,0,0,Yes
DP04WINB_BREAK05,0,0,0,0,Yes
DP04WINB_BREAK06,0,0,0,0,Yes
DP04WINC,0,0,0,0,Yes
DP04WINC_BREAK01,0,0,0,0,Yes
DP04WINC_BREAK02,0,0,0,0,Yes
DP04WINC_BREAK03,0,0,0,0,Yes
DP04WINC_BREAK04,0,0,0,0,Yes
DP04WINC_BREAK05,0,0,0,0,Yes
DP04WINC_BREAK06,0,0,0,0,Yes
DP04WINC_BREAK07,0,0,0,0,Yes
DP04WINC_BREAK08,0,0,0,0,Yes
DP04WIND,0,0,0,0,Yes
DP04WIND_BREAK01,0,0,0,0,Yes
DP04WIND_BREAK02,0,0,0,0,Yes
DP04WIND_BREAK03,0,0,0,0,Yes
DP04WIND_BREAK04,0,0,0,0,Yes
DP04WIND_BREAK05,0,0,0,0,Yes
DP04WINE,0,0,0,0,Yes
DP04WINE_BREAK01,0,0,0,0,Yes
DP04WINE_BREAK02,0,0,0,0,Yes
DP04WINE_BREAK03,0,0,0,0,Yes
DP04WINE_BREAK04,0,0,0,0,Yes
DP04WINE_BREAK05,0,0,0,0,Yes
DP04WINE_BREAK06,0,0,0,0,Yes
DP04WINE_BREAK07,0,0,0,0,Yes
DP24WALLA,0,0,0,0,Yes
DP24WALLA_BREAKDP24WALLA01,0,0,0,0,Yes
DP24WALLA_BREAKDP24WALLA02,0,0,0,0,Yes
DP24WALLA_BREAKDP24WALLA03,0,0,0,0,Yes
DP24WALLA_BREAKDP24WALLA04,0,0,0,0,Yes
DP24WALLB,0,0,0,0,Yes
DP24WALLB_BREAKDP24WALLB01,0,0,0,0,Yes
DP24WALLB_BREAKDP24WALLB02,0,0,0,0,Yes
DP24WALLB_BREAKDP24WALLB03,0,0,0,0,Yes
DP24WALLB_BREAKDP24WALLB04,0,0,0,0,Yes
DP31WALLA,0,0,4,4,Yes
DP31WALLA_BREAK01,0,0,0,0,Yes
DP31WALLA_BREAK02,0,0,0,0,Yes
DP31WALLA_BREAK03,0,0,0,0,Yes
DP31WALLA_BREAK04,0,0,0,0,Yes
DP31WALLB,0,0,4,4,Yes
DP31WALLB_BREAK01,0,0,0,0,Yes
DP31WALLB_BREAK02,0,0,0,0,Yes
DP31WALLB_BREAK03,0,0,0,0,Yes
DP31WALLB_BREAK04,0,0,0,0,Yes
DP32WALL,0,0,0,0,Yes
DP32WALL_BREAK01,0,0,0,0,Yes
DP32WALL_BREAK02,0,0,0,0,Yes
DP32WALL_BREAK03,0,0,0,0,Yes
DP32WALL_BREAK04,0,0,0,0,Yes
DP42WALL,0,0,0,0,Yes
DP42WALL_BREAK01,0,0,0,0,Yes
DP42WALL_BREAK02,0,0,0,0,Yes
DP42WALL_BREAK03,0,0,0,0,Yes
DP42WALL_BREAK04,0,0,0,0,Yes
DP60CRANE,0,0,0,0,Yes
DP60WALLA,0,0,0,0,Yes
DP60WALLA_BREAK01,0,0,0,0,Yes
DP60WALLA_BREAK02,0,0,0,0,Yes
DP60WALLA_BREAK03,0,0,0,0,Yes
DP60WALLA_BREAK04,0,0,0,0,Yes
DP60WALLA_BREAK05,0,0,0,0,Yes
DP60WALLA_BREAK06,0,0,0,0,Yes
DP60WALLA_BREAK07,0,0,0,0,Yes
DP60WALLA_BREAK08,0,0,0,0,Yes
DP60WALLB,0,0,0,0,Yes
DP60WALLB_BREAK01,0,0,0,0,Yes
DP60WALLB_BREAK02,0,0,0,0,Yes
DP60WALLB_BREAK03,0,0,0,0,Yes
DP60WALLB_BREAK04,0,0,0,0,Yes
DP60WALLB_BREAK05,0,0,0,0,Yes
DP60WALLB_BREAK06,0,0,0,0,Yes
DP60WALLB_BREAK07,0,0,0,0,Yes
DP60WALLB_BREAK08,0,0,0,0,Yes
DP60WALLC,0,0,0,0,Yes
DP60WALLC_BREAK01,0,0,0,0,Yes
DP60WALLC_BREAK02,0,0,0,0,Yes
DP60WALLC_BREAK03,0,0,0,0,Yes
DP60WALLC_BREAK04,0,0,0,0,Yes
DP60WALLC_BREAK05,0,0,0,0,Yes
DP60WALLC_BREAK06,0,0,0,0,Yes
DP60WALLC_BREAK07,0,0,0,0,Yes
DP60WALLC_BREAK08,0,0,0,0,Yes
DP60WALLC_BREAK09,0,0,0,0,Yes
DP60WALLC_BREAK10,0,0,0,0,Yes
tpcrshcan,0,0,0,0,Yes
tpcrshcan_BREAKPART01,0,0,0,0,Yes
tpcrshcan_BREAKPART02,0,0,0,0,Yes
tpcrshcan_BREAKPART03,0,0,0,0,Yes
tpcrshcan_BREAKPART04,0,0,0,0,Yes
tpswrng,0,0,0,16,Yes
tpswrng_BREAKSIGN01,0,0,0,0,Yes
tpswrng_BREAKSIGN02,0,0,0,0,Yes
dpmalldoora,0,0,0,0,Yes
dpmalldoora_BREAK01,0,0,0,0,Yes
dpmalldoora_BREAK02,0,0,0,0,Yes
dpmalldoora_BREAK03,0,0,0,0,Yes
dpmalldoora_BREAK04,0,0,0,0,Yes
dpmalldoora_BREAK05,0,0,0,0,Yes
dpmalldoora_BREAK06,0,0,0,0,Yes
dpmalldoora_BREAK07,0,0,0,0,Yes
dpmalldoora_BREAK08,0,0,0,0,Yes
dpmalldoora_BREAK09,0,0,0,0,Yes
dpmalldoora_BREAK10,0,0,0,0,Yes
dpmalldoora_BREAK11,0,0,0,0,Yes
dpmalldoora_BREAK12,0,0,0,0,Yes
dpmalldoorb,0,0,0,0,Yes
dpmalldoorb_BREAK01,0,0,0,0,Yes
dpmalldoorb_BREAK02,0,0,0,0,Yes
dpmalldoorb_BREAK03,0,0,0,0,Yes
dpmalldoorb_BREAK04,0,0,0,0,Yes
dpmalldoorb_BREAK05,0,0,0,0,Yes
dpmalldoorb_BREAK06,0,0,0,0,Yes
dpmalldoorb_BREAK07,0,0,0,0,Yes
dpmalldoorb_BREAK08,0,0,0,0,Yes
dpmalldoorb_BREAK09,0,0,0,0,Yes
dpmalldoorb_BREAK10,0,0,0,0,Yes
dpmalldoorb_BREAK11,0,0,0,0,Yes
dpmalldoorb_BREAK12,0,0,0,0,Yes
dpmalldoorb_BREAK13,0,0,0,0,Yes
dpmalldoorb_BREAK14,0,0,0,0,Yes
dpmalldoorc,0,0,0,0,Yes
dpmalldoorc_BREAK01,0,0,0,0,Yes
dpmalldoorc_BREAK02,0,0,0,0,Yes
dpmalldoorc_BREAK03,0,0,0,0,Yes
dpmalldoorc_BREAK04,0,0,0,0,Yes
dpmalldoorc_BREAK05,0,0,0,0,Yes
dpmalldoorc_BREAK06,0,0,0,0,Yes
dpmalldoorc_BREAK07,0,0,0,0,Yes
dpmalldoorc_BREAK08,0,0,0,0,Yes
dpmalldoorc_BREAK09,0,0,0,0,Yes
dpmalldoorc_BREAK10,0,0,0,0,Yes
dpmalldoorc_BREAK11,0,0,0,0,Yes
dpmalldoorc_BREAK12,0,0,0,0,Yes
tpwrongway,0,0,0,0,Yes
tpwrongway_BREAKSIGN01,0,0,0,0,Yes
tpwrongway_BREAKSIGN02,0,0,0,0,Yes
tpwrongway_BREAKSIGN03,0,0,0,0,Yes
tpltst,0,0,22,33,Yes
tpltst_BREAK_PROPLIGHT01,0,0,0,0,Yes
tpltst_BREAK_PROPLIGHT02,0,0,0,0,Yes
tpltst_GLOW,0,0,0,0,No
tptcanc,0,0,0,0,Yes
tppmtr,0,0,8,0,Yes
tpphone,0,0,0,0,Yes
tpcboxm,0,0,0,0,Yes
tpmboxs,0,0,0,0,Yes
tpdmpstr,0,0,0,0,Yes
tpdmpstr_BREAKTPDMPSTR01,0,0,0,0,Yes
tpdmpstr_BREAKTPDMPSTR02,0,0,0,0,Yes
opstlite,0,0,32,46,Yes
opstlite_BREAK_OPSTLITE01,0,0,0,0,Yes
opstlite_BREAK_OPSTLITE02,0,0,0,0,Yes
opstlite_GLOW,0,0,0,0,No
tpcboxbreak,0,0,0,0,Yes
tpcboxbreak_BREAK_PART01,0,0,0,0,Yes
tpcboxbreak_BREAK_PART02,0,0,0,0,Yes
tpcboxbreak_BREAK_PART03,0,0,0,0,Yes
tpcallbox,0,0,0,0,Yes
tpcallbox_BREAK01,0,0,0,0,Yes
tpcallbox_BREAK02,0,0,0,0,Yes
tpcallbox_BREAK03,0,0,0,0,Yes
tp_tree10m,0,0,6,6,Yes
tpmail,0,0,0,0,Yes
tpbench,0,0,0,0,Yes
tpbench_BREAKBENCH01,0,0,0,0,Yes
tpbench_BREAKBENCH02,0,0,0,0,Yes
tpbench_BREAKBENCH03,0,0,0,0,Yes
opstlite_green,0,0,0,0,Yes
opstlite_blue,0,0,0,0,Yes
optbooth,0,0,0,0,Yes
tpsbus,0,0,0,0,Yes
tptree_sparce,0,0,0,0,Yes
opstlite_red,0,0,0,0,Yes
tp_tree15m,0,0,6,6,Yes
tpfirehy,0,0,0,0,Yes
tpnews01,0,0,0,0,Yes
tpnews04,0,0,0,0,Yes
tpnews03,0,0,0,0,Yes
tpnews02,0,0,0,0,Yes
tpcone,0,0,0,0,Yes
tptpole,0,0,0,0,Yes
tptpole_BREAKPART01,0,0,0,0,Yes
tptpole_BREAKPART02,0,0,0,0,Yes
tpsawhrslt,0,0,0,0,Yes
tpsawhrslt_BREAKSAWHRS01,0,0,0,0,Yes
tpsawhrslt_BREAKSAWHRS02,0,0,0,0,Yes
tpsawhrslt_BREAKSAWHRS03,0,0,0,0,Yes
tpsawhrslt_GLOW,0,0,0,0,No
tpbarrelblue,0,0,0,0,Yes
dp_left6,0,0,0,0,Yes
dp_left,0,0,0,0,Yes
cpgate,0,0,0,0,Yes
tp_trailer,0,0,64,120,Yes
tpbench_mall,0,0,0,0,Yes
tpbench_mall_BREAKBENCH01,0,0,0,0,Yes
tpbench_mall_BREAKBENCH02,0,0,0,0,Yes
tpbench_mall_BREAKBENCH03,0,0,0,0,Yes
tpboxalley,0,0,0,0,Yes
tpboxalley_BREAK_PART01,0,0,0,0,Yes
tpboxalley_BREAK_PART02,0,0,0,0,Yes
tpboxalley_BREAK_PART03,0,0,0,0,Yes
tpboxalley_BREAK_PART04,0,0,0,0,Yes
tpboxalley_BREAK_PART05,0,0,0,0,Yes
tpboxalley_BREAK_PART06,0,0,0,0,Yes
tpfw_sign_ct,0,0,0,0,Yes
tpfw_sign_dt,0,0,0,0,Yes
tpfw_sign_ls,0,0,0,0,Yes
tpfw_sign_ot,0,0,0,0,Yes
tpleft,0,0,0,0,Yes
tpleft_BREAKPART01,0,0,0,0,Yes
tpleft_BREAKPART02,0,0,0,0,Yes
tpplanter_mall,0,0,0,0,Yes
tpsailboat,0,0,2,2,Yes
tptrashalley02,0,0,0,0,Yes
tptrashalley02_BREAK_PART01,0,0,0,0,Yes
tptrashalley02_BREAK_PART02,0,0,0,0,Yes
tptrashalley02_BREAK_PART03,0,0,0,0,Yes
tptrashalley02_BREAK_PART04,0,0,0,0,Yes
tptrashalley02_BREAK_PART05,0,0,0,0,Yes
tptrashalley02_BREAK_PART06,0,0,0,0,Yes
tptrashalley02_BREAK_PART07,0,0,0,0,Yes
tpsone,0,0,0,0,Yes
tpsone_BREAKPART01,0,0,0,0,Yes
tpsone_BREAKPART02,0,0,0,0,Yes
tpsstop,0,5,16,16,Yes
tpsstop_BREAKSIGNBASE,0,0,0,0,Yes
tpsstop_BREAKSIGNTOP,0,0,0,0,Yes
tpsoneleft,0,0,16,20,Yes
tpsoneleft_BREAKPART01,0,0,0,0,Yes
tpsoneleft_BREAKPART02,0,0,0,0,Yes
tpsspd,0,0,0,0,Yes
tpsspd_BREAK_PROPSIGNBASE,0,0,0,0,Yes
tpsspd_BREAK_PROPSIGNTOP,0,0,0,0,Yes
tpsspd_BREAK_PROPSIGN,0,0,0,0,Yes
freewaywall02_FACADE,0,0,0,18,No
tunnel03_FACADE,0,0,0,0,No
tunnel01_FACADE,0,0,0,0,No
tunnel01_LEFT,0,0,0,0,No
tunnel01_RIGHT,0,0,0,0,No
tunnel01_TOP,0,0,0,0,No
tunnel04_FACADE,0,0,0,0,No
tunnel04_LEFT,0,0,0,0,No
tunnel04_RIGHT,0,0,0,0,No
tunnel04_TOP,0,0,0,0,No
dbmall_BLDG,0,0,0,0,No
dbmall_LEFT,0,0,0,0,No
dbmall_RIGHT,0,0,0,0,No
dbmall_TOP,0,0,0,0,No
cbanr_yel_FACADE,0,0,0,0,No
tfskyway_FACADE,0,0,0,0,No
dt19_left_FACADE,0,0,0,0,No
dt29_back_FACADE,0,0,0,0,No
dt29_back_GRND,0,0,0,0,No
dt02_right_FACADE,0,0,0,0,No
dt02_right_GRND,0,0,0,0,No
dt02_front_FACADE,0,0,0,0,No
dt02_front_GRND,0,0,0,0,No
dt02_roof_FACADE,0,0,0,0,No
dt02_left_FACADE,0,0,0,0,No
dt02_left_GRND,0,0,0,0,No
dt01_right_FACADE,0,0,0,0,No
dt01_right_GRND,0,0,0,0,No
dt01_front_FACADE,0,0,0,0,No
dt01_front_GRND,0,0,0,0,No
dt01_front_UPPER,0,0,0,0,No
dt10_left_FACADE,0,0,0,0,No
dt10_left_GRND,0,0,0,0,No
dt10_front_FACADE,0,0,0,0,No
dt10_front_GRND,0,0,0,0,No
dt10_front_UPPER,0,0,0,0,No
dt08_left_FACADE,0,0,0,0,No
dt08_left_GRND,0,0,0,0,No
dt41_front_FACADE,0,0,0,0,No
dt41_front_GRND,0,0,0,0,No
dt41_front_UPPER,0,0,0,0,No
dt41_roof_FACADE,0,0,0,0,No
dt41_right_FACADE,0,0,0,0,No
dt41_right_GRND,0,0,0,0,No
dt41_back_FACADE,0,0,0,0,No
dt41_back_GRND,0,0,0,0,No
dt07_back_FACADE,0,0,0,0,No
dt07_left_FACADE,0,0,0,0,No
dt08_back_FACADE,0,0,0,0,No
dt08_back_GRND,0,0,0,0,No
dt01_left_FACADE,0,0,0,0,No
dt01_left_GRND,0,0,0,0,No
dt05_right_FACADE,0,0,0,0,No
dt11_left_FACADE,0,0,0,0,No
dt11_left_GRND,0,0,0,0,No
dt11_back_FACADE,0,0,0,0,No
dt11_back_GRND,0,0,0,0,No
dt11_front_FACADE,0,0,0,0,No
dt11_front_GRND,0,0,0,0,No
dt11_front_UPPER,0,0,48,48,No
dt11_right_FACADE,0,0,0,0,No
dt11_right_GRND,0,0,0,0,No
dt40_back_FACADE,0,0,0,0,No
dt41_left_FACADE,0,0,0,0,No
dt41_left_GRND,0,0,0,0,No
dt07_right_FACADE,0,0,0,0,No
dt03_front_FACADE,0,0,0,0,No
dt03_front_GRND,0,0,0,0,No
dt03_front_UPPER,0,0,0,0,No
dt18_front_FACADE,0,0,0,0,No
dt18_front_GRND,0,0,0,0,No
dt18_front_UPPER,0,0,0,0,No
dt33a_left_FACADE,0,0,0,0,No
dt19_front_FACADE,0,0,0,0,No
dt19_front_GRND,0,0,0,0,No
dt19_front_UPPER,0,0,0,0,No
dt33a_front_FACADE,0,0,9,9,No
dt33a_front_GRND,0,0,0,1,No
dt33a_roof_FACADE,0,0,61,79,No
dt03_right_FACADE,0,0,0,0,No
dt03_right_GRND,0,0,0,0,No
dt05_back_FACADE,0,0,0,0,No
dt05_back_GRND,0,0,0,0,No
dt40_right_FACADE,0,0,0,0,No
dt15_front_FACADE,0,0,0,0,No
dt15_front_GRND,0,0,0,0,No
dt15_front_UPPER,0,0,0,0,No
dt15_roof_FACADE,0,0,0,0,No
dt14_front_FACADE,0,0,0,0,No
dt14_front_UPPER,0,0,0,0,No
dt40_front_FACADE,0,0,0,0,No
dt40_front_UPPER,0,0,0,0,No
dt40_roof_FACADE,0,0,0,0,No
dt15_right_FACADE,0,0,0,0,No
dt29_right_FACADE,0,0,0,0,No
dt54_right_FACADE,0,0,0,0,No
dt54_right_GRND,0,0,0,0,No
dt56_front_FACADE,0,0,0,0,No
dt56_front_GRND,0,0,0,0,No
dt56_front_UPPER,0,0,0,0,No
dt56_roof_FACADE,0,0,0,0,No
dt56_right_FACADE,0,0,0,0,No
dt56_right_GRND,0,0,0,0,No
dt19_right_FACADE,0,0,0,0,No
dt54_front_FACADE,0,0,0,0,No
dt54_front_GRND,0,0,0,0,No
dt54_roof_FACADE,0,0,0,0,No
dt40_left_FACADE,0,0,0,0,No
dt15_left_FACADE,0,0,0,0,No
dt12_right_FACADE,0,0,0,0,No
dt29_left_FACADE,0,0,0,0,No
dt19_back_FACADE,0,0,0,0,No
dt18_left_FACADE,0,0,0,0,No
dt56_left_FACADE,0,0,0,0,No
dt54_back_FACADE,0,0,0,0,No
dt54_back_GRND,0,0,0,0,No
dt54_left_FACADE,0,0,0,0,No
dt54_left_GRND,0,0,0,0,No
dt29_front_FACADE,0,0,0,0,No
dt29_front_UPPER,0,0,0,0,No
dt56_back_FACADE,0,0,0,0,No
dt18_right_FACADE,0,0,0,0,No
dt18_back_FACADE,0,0,0,0,No
dt14_left_FACADE,0,0,0,0,No
dt14_back_FACADE,0,0,0,0,No
dt12_left_FACADE,0,0,0,0,No
dt15_back_FACADE,0,0,0,0,No
dt12_back_FACADE,0,0,0,0,No
dt12_front_FACADE,0,0,0,0,No
dt12_roof_FACADE,0,0,0,0,No
dt05_front_FACADE,0,0,0,0,No
dt05_front_GRND,0,0,0,0,No
dt05_front_UPPER,0,0,0,0,No
dt05_roof_FACADE,0,0,0,0,No
dt05_left_FACADE,0,0,0,0,No
dt03_back_FACADE,0,0,0,0,No
dt03_back_GRND,0,0,0,0,No
dt07_front_FACADE,0,0,0,0,No
dt07_front_UPPER,0,0,0,0,No
dt07_roof_FACADE,0,0,0,0,No
dt10_right_FACADE,0,0,0,0,No
dt10_right_GRND,0,0,0,0,No
dt08_right_FACADE,0,0,0,0,No
dt08_right_GRND,0,0,0,0,No
dt08_front_FACADE,0,0,0,0,No
dt08_front_GRND,0,0,0,0,No
dt08_front_UPPER,0,0,0,0,No
dt10_back_FACADE,0,0,0,0,No
dt10_back_GRND,0,0,0,0,No
dt38_back_FACADE,0,0,0,55,No
dt38_back_GRND,0,0,0,36,No
dt38_left_FACADE,0,0,0,4,No
dt38_left_GRND,0,0,0,2,No
dt02_back_FACADE,0,0,0,0,No
dt02_back_GRND,0,0,0,0,No
dt01_back_FACADE,0,0,0,0,No
dt01_back_GRND,0,0,0,0,No
dt33a_right_FACADE,0,0,0,0,No
dt33d_front_FACADE,0,0,0,0,No
dt33d_front_GRND,0,0,0,0,No
dt33d_roof_FACADE,0,0,0,0,No
dt33d_right_FACADE,0,0,0,0,No
dt33d_back_FACADE,0,0,0,0,No
dt33d_back_GRND,0,0,0,0,No
dt33d_left_FACADE,0,0,0,0,No
dt33a_back_FACADE,0,0,0,0,No
dt33a_back_GRND,0,0,0,0,No
dt14_right_FACADE,0,0,0,0,No
dt38_front_FACADE,0,0,0,0,No
dt38_front_GRND,0,0,0,0,No
dt38_roof_FACADE,0,0,0,28,No
dt38_right_FACADE,0,0,0,0,No
dt38_right_GRND,0,0,0,0,No
dt03_left_FACADE,0,0,0,0,No
dt03_left_GRND,0,0,0,0,No
freewaywall02,0,0,0,18,No
cfalley03_FACADE,0,0,0,0,No
cfalley03_LEFT,0,0,0,0,No
cfalley03_RIGHT,0,0,0,0,No
cfalley03_TOP,0,0,0,0,No
t_rail01_FACADE,0,0,0,6,No
rfbldg01_FACADE,0,0,0,0,No
rfbldg01_LEFT,0,0,0,0,No
rfbldg01_RIGHT,0,0,0,0,No
rfbldg01_TOP,0,0,0,0,No
tfbldg03_FACADE,0,0,0,10,No
tfbldg03_LEFT,0,0,0,0,No
tfbldg03_RIGHT,0,0,0,0,No
tfbldg03_TOP,0,0,0,2,No
ifhotel_FACADE,0,0,0,0,No
ifhotel_LEFT,0,0,0,0,No
ifhotel_RIGHT,0,0,0,0,No
ifhotel_TOP,0,0,0,0,No
tfapt05_FACADE,0,0,0,8,No
tfapt05_LEFT,0,0,0,0,No
tfapt05_RIGHT,0,0,0,2,No
tfapt05_TOP,0,0,0,2,No
cfrestnt01_FACADE,0,0,0,0,No
cfrestnt01_LEFT,0,0,0,0,No
cfrestnt01_RIGHT,0,0,0,0,No
cfrestnt01_TOP,0,0,0,0,No
cfshop10_FACADE,0,0,0,0,No
cfshop10_LEFT,0,0,0,0,No
